5000,10000,15000,20000,25000
0.70558,1.34556,2.36857,3.10885,3.96526
0.81156,1.7043,2.68105,3.66226,4.64039
1.68307,3.53832,5.90278,7.82651,9.90145
1.38155,2.77021,4.65136,6.34172,7.88263
