5000,10000,15000,20000,25000
0.177389,0.35907,0.54788,0.71667,0.916087
467.175,1883.31,4215.89,7274.05,11406
224.675,919.897,2070.97,3929.72,6008.92
205.324,823.667,1824.87,3292.49,5169.29
