5000,10000,15000,20000,25000
0.207425,0.28994,0.736459,0.625042,0.674061
1168.03,2593.99,5383.52,8545.95,13539.3
475.063,1889.52,4572.63,7563.08,12053.7
460.153,1832.44,4120.12,7329.58,11746.8
